"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","416","Verify the login page with invalid email","Login","Mon Nov 24 21:48:15 UTC 2025","passed","Mon Nov 24 21:48:16 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","440","Verify the login page with valid email and password","Login","Mon Nov 24 21:48:15 UTC 2025","passed","Mon Nov 24 21:48:15 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","326","Verify the login page with invalid password","Login","Mon Nov 24 21:48:16 UTC 2025","passed","Mon Nov 24 21:48:16 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","5658","Buying the first item Sauce Labs Backpack","Buy Product","Mon Nov 24 21:48:08 UTC 2025","failed","Mon Nov 24 21:48:14 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
