"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","325","Verify the login page with valid email and password","webkit","Tue Oct 14 22:10:40 UTC 2025","failed","Tue Oct 14 22:10:40 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","515","Verify the login page with valid email and password","chromium","Tue Oct 14 22:10:05 UTC 2025","passed","Tue Oct 14 22:10:06 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","328","Verify the login page with invalid email","webkit","Tue Oct 14 22:10:41 UTC 2025","failed","Tue Oct 14 22:10:42 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","339","Verify the login page with invalid password","chromium","Tue Oct 14 22:10:06 UTC 2025","passed","Tue Oct 14 22:10:06 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","3445","Verify the login page with valid email and password","firefox","Tue Oct 14 22:10:19 UTC 2025","failed","Tue Oct 14 22:10:22 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","368","Verify the login page with invalid email","chromium","Tue Oct 14 22:10:06 UTC 2025","passed","Tue Oct 14 22:10:06 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","327","Verify the login page with invalid password","webkit","Tue Oct 14 22:10:43 UTC 2025","failed","Tue Oct 14 22:10:43 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","3314","Verify the login page with invalid email","firefox","Tue Oct 14 22:10:26 UTC 2025","failed","Tue Oct 14 22:10:29 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","3314","Verify the login page with invalid password","firefox","Tue Oct 14 22:10:34 UTC 2025","failed","Tue Oct 14 22:10:37 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","328","Buying the first item Sauce Labs Backpack","webkit","Tue Oct 14 22:10:38 UTC 2025","failed","Tue Oct 14 22:10:39 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","3439","Buying the first item Sauce Labs Backpack","firefox","Tue Oct 14 22:10:11 UTC 2025","failed","Tue Oct 14 22:10:14 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","5913","Buying the first item Sauce Labs Backpack","chromium","Tue Oct 14 22:09:59 UTC 2025","failed","Tue Oct 14 22:10:05 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
