"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3321","Buying the first item Sauce Labs Backpack","firefox","Tue Oct 14 21:58:32 UTC 2025","failed","Tue Oct 14 21:58:35 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","338","Buying the first item Sauce Labs Backpack","webkit","Tue Oct 14 21:58:59 UTC 2025","failed","Tue Oct 14 21:58:59 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","5924","Buying the first item Sauce Labs Backpack","chromium","Tue Oct 14 21:58:20 UTC 2025","failed","Tue Oct 14 21:58:26 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","375","Verify the login page with invalid email","chromium","Tue Oct 14 21:58:27 UTC 2025","passed","Tue Oct 14 21:58:27 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","3325","Verify the login page with invalid email","firefox","Tue Oct 14 21:58:47 UTC 2025","failed","Tue Oct 14 21:58:50 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","524","Verify the login page with valid email and password","chromium","Tue Oct 14 21:58:26 UTC 2025","passed","Tue Oct 14 21:58:27 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","3334","Verify the login page with valid email and password","firefox","Tue Oct 14 21:58:39 UTC 2025","failed","Tue Oct 14 21:58:42 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","329","Verify the login page with invalid password","webkit","Tue Oct 14 21:59:03 UTC 2025","failed","Tue Oct 14 21:59:04 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","330","Verify the login page with invalid email","webkit","Tue Oct 14 21:59:02 UTC 2025","failed","Tue Oct 14 21:59:02 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","332","Verify the login page with valid email and password","webkit","Tue Oct 14 21:59:00 UTC 2025","failed","Tue Oct 14 21:59:01 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","3325","Verify the login page with invalid password","firefox","Tue Oct 14 21:58:54 UTC 2025","failed","Tue Oct 14 21:58:58 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","364","Verify the login page with invalid password","chromium","Tue Oct 14 21:58:27 UTC 2025","passed","Tue Oct 14 21:58:27 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
