"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","207","Verify the login page with valid email and password","default","Fri Oct 31 15:21:00 UTC 2025","failed","Fri Oct 31 15:21:00 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","200","Verify the login page with invalid email","default","Fri Oct 31 15:21:01 UTC 2025","failed","Fri Oct 31 15:21:01 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","206","Buying the first item Sauce Labs Backpack","default","Fri Oct 31 15:20:59 UTC 2025","failed","Fri Oct 31 15:20:59 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","209","Verify the login page with invalid password","default","Fri Oct 31 15:21:02 UTC 2025","failed","Fri Oct 31 15:21:03 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
