"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3317","Verify the login page with invalid email","firefox","Fri Oct 24 01:41:02 UTC 2025","failed","Fri Oct 24 01:41:05 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","332","Buying the first item Sauce Labs Backpack","webkit","Fri Oct 24 01:41:14 UTC 2025","failed","Fri Oct 24 01:41:14 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","327","Verify the login page with invalid email","webkit","Fri Oct 24 01:41:17 UTC 2025","failed","Fri Oct 24 01:41:17 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","590","Verify the login page with valid email and password","chromium","Fri Oct 24 01:40:41 UTC 2025","passed","Fri Oct 24 01:40:42 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","353","Verify the login page with invalid email","chromium","Fri Oct 24 01:40:42 UTC 2025","passed","Fri Oct 24 01:40:42 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","3311","Verify the login page with valid email and password","firefox","Fri Oct 24 01:40:55 UTC 2025","failed","Fri Oct 24 01:40:58 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","327","Verify the login page with invalid password","chromium","Fri Oct 24 01:40:42 UTC 2025","passed","Fri Oct 24 01:40:43 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","5937","Buying the first item Sauce Labs Backpack","chromium","Fri Oct 24 01:40:35 UTC 2025","failed","Fri Oct 24 01:40:41 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","329","Verify the login page with invalid password","webkit","Fri Oct 24 01:41:19 UTC 2025","failed","Fri Oct 24 01:41:19 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","3325","Buying the first item Sauce Labs Backpack","firefox","Fri Oct 24 01:40:47 UTC 2025","failed","Fri Oct 24 01:40:50 UTC 2025","Buy a Backpack @smokeTest","ui/specs/buyProducts.spec.ts","",""
"","3317","Verify the login page with invalid password","firefox","Fri Oct 24 01:41:10 UTC 2025","failed","Fri Oct 24 01:41:13 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
"","330","Verify the login page with valid email and password","webkit","Fri Oct 24 01:41:16 UTC 2025","failed","Fri Oct 24 01:41:16 UTC 2025","Login Page @smokeTest","ui/specs/login/login.spec.ts","",""
